dt,txns,net_amount,avg_ticket,active_users,active_cards,fraud_count,fraud_rate,online_share,refund_count
2014-01-08,4242,196002.17,46.21,1315,2142,0,0.0,12.45,183
2014-01-09,4323,189351.98,43.8,1321,2171,0,0.0,12.31,248
2014-01-10,4724,195911.25,41.47,1355,2266,0,0.0,11.81,230
2014-01-11,4690,195372.11,41.66,1361,2260,11,0.2345,11.98,238
2014-01-12,4613,198225.5,42.97,1348,2259,18,0.3902,12.57,212
2014-01-13,4698,204480.14,43.52,1347,2291,30,0.6386,11.56,207
2014-01-14,4667,218733.83,46.87,1347,2273,9,0.1928,12.02,207
2014-01-15,4191,192592.88,45.95,1325,2130,5,0.1193,12.46,197
2014-01-16,4317,189280.7,43.85,1332,2166,0,0.0,12.0,248
2014-01-17,4717,171734.26,36.41,1331,2232,0,0.0,14.67,205
2014-01-18,4600,198338.3,43.12,1331,2219,25,0.5435,12.37,230
2014-01-19,4632,196036.14,42.32,1344,2227,29,0.6261,12.46,213
2014-01-20,4741,202292.97,42.67,1343,2243,14,0.2953,11.94,263
2014-01-21,4824,212859.16,44.13,1357,2306,7,0.1451,11.55,226
2014-01-22,4173,199959.85,47.92,1319,2133,3,0.0719,12.8,187
2014-01-23,4260,194854.68,45.74,1344,2163,0,0.0,12.51,238
2014-01-24,4601,201661.78,43.83,1357,2260,0,0.0,11.39,214
2014-01-25,4771,203367.78,42.63,1352,2271,30,0.6288,11.93,254
2014-01-26,4651,192108.56,41.3,1360,2277,24,0.516,12.99,215
2014-01-27,4694,197313.09,42.04,1355,2276,19,0.4048,12.1,227
2014-01-28,4734,207621.2,43.86,1363,2263,2,0.0422,11.49,236
2014-01-29,4276,196148.37,45.87,1329,2166,0,0.0,12.23,192
2014-01-30,4330,180196.06,41.62,1317,2128,0,0.0,12.33,236
2014-01-31,4682,201558.46,43.05,1348,2215,2,0.0427,11.68,228
2014-02-01,4720,199817.29,42.33,1351,2279,25,0.5297,11.57,218
2014-02-02,4791,200243.73,41.8,1343,2293,8,0.167,11.79,245
2014-02-03,4607,193573.14,42.02,1346,2228,4,0.0868,11.68,220
2014-02-04,4763,215901.32,45.33,1366,2311,4,0.084,12.05,221
2014-02-05,4180,195356.14,46.74,1323,2153,0,0.0,13.01,174
2014-02-06,4296,183255.3,42.66,1321,2180,0,0.0,12.43,252
2014-02-07,4639,196857.69,42.44,1343,2227,0,0.0,11.99,226
2014-02-08,4696,211889.24,45.12,1345,2252,44,0.937,12.37,230
2014-02-09,4649,209746.01,45.12,1349,2226,34,0.7313,12.84,218
2014-02-10,4708,210241.13,44.66,1348,2248,16,0.3398,12.66,232
2014-02-11,4567,205250.38,44.94,1336,2242,16,0.3503,12.81,206
2014-02-12,4207,206598.36,49.11,1342,2163,3,0.0713,12.27,180
2014-02-13,4362,186675.97,42.8,1326,2175,2,0.0459,12.06,254
2014-02-14,4648,195123.95,41.98,1353,2261,4,0.0861,11.3,212
2014-02-15,4696,192413.8,40.97,1354,2279,12,0.2555,11.67,232
2014-02-16,4739,204690.07,43.19,1349,2283,23,0.4853,12.05,234
2014-02-17,4685,197910.66,42.24,1337,2239,19,0.4055,12.4,237
2014-02-18,4693,213521.85,45.5,1352,2245,2,0.0426,11.7,248
2014-02-19,4203,200744.62,47.76,1333,2188,0,0.0,12.75,154
2014-02-20,4267,179753.27,42.13,1317,2142,2,0.0469,12.05,247
2014-02-21,4861,181819.96,37.4,1350,2324,0,0.0,13.7,229
2014-02-22,4681,195563.32,41.78,1360,2270,21,0.4486,12.33,215
2014-02-23,4708,203772.17,43.28,1352,2295,20,0.4248,12.02,219
2014-02-24,4678,198341.37,42.4,1356,2294,10,0.2138,11.61,229
2014-02-25,4815,215237.47,44.7,1353,2279,3,0.0623,12.07,262
2014-02-26,4172,196598.64,47.12,1328,2145,0,0.0,12.3,172
2014-02-27,4385,194339.53,44.32,1340,2221,2,0.0456,12.63,230
2014-02-28,4685,198345.0,42.34,1361,2256,0,0.0,11.89,219
2014-03-01,4731,200227.75,42.32,1357,2258,20,0.4227,12.07,225
2014-03-02,4751,205906.2,43.34,1357,2312,24,0.5052,12.67,225
2014-03-03,4661,195365.96,41.92,1353,2269,9,0.1931,11.89,212
2014-03-04,4709,208503.0,44.28,1348,2271,11,0.2336,12.4,242
2014-03-05,4181,193217.73,46.21,1329,2159,0,0.0,12.32,177
2014-03-06,4309,186409.65,43.26,1334,2159,2,0.0464,11.23,265
2014-03-07,4664,195797.2,41.98,1357,2251,0,0.0,11.58,228
2014-03-08,4629,194432.02,42.0,1355,2268,41,0.8857,12.38,195
2014-03-09,4785,201417.64,42.09,1361,2269,35,0.7315,12.39,261
2014-03-10,4640,195264.87,42.08,1357,2245,41,0.8836,12.44,224
2014-03-11,4807,213847.4,44.49,1363,2297,17,0.3537,11.67,258
2014-03-12,4198,200681.85,47.8,1329,2165,4,0.0953,11.89,173
2014-03-13,4326,181060.91,41.85,1325,2170,0,0.0,12.25,242
2014-03-14,4646,197576.74,42.53,1349,2258,0,0.0,12.33,221
2014-03-15,4687,199986.43,42.67,1358,2261,22,0.4694,11.65,210
2014-03-16,4686,195569.79,41.73,1360,2300,10,0.2134,12.06,208
2014-03-17,4677,188008.62,40.2,1362,2270,6,0.1283,11.63,239
2014-03-18,4799,205885.95,42.9,1352,2254,6,0.125,12.09,262
2014-03-19,4070,187540.67,46.08,1311,2115,0,0.0,12.14,173
2014-03-20,4199,188082.07,44.79,1343,2189,0,0.0,12.65,215
2014-03-21,4704,202255.79,43.0,1371,2289,0,0.0,11.08,211
2014-03-22,4627,193183.17,41.75,1360,2271,20,0.4322,12.25,223
2014-03-23,4591,190021.23,41.39,1375,2296,7,0.1525,12.31,209
2014-03-24,4733,203294.69,42.95,1349,2256,0,0.0,12.42,220
2014-03-25,4646,208821.83,44.95,1362,2268,0,0.0,11.77,217
2014-03-26,4228,201418.96,47.64,1331,2145,0,0.0,12.32,189
2014-03-27,4366,183263.21,41.98,1316,2197,0,0.0,12.48,255
2014-03-28,4631,197520.08,42.65,1336,2287,0,0.0,11.62,219
2014-03-29,4698,203710.12,43.36,1352,2294,38,0.8089,12.43,229
2014-03-30,4594,196912.77,42.86,1337,2246,27,0.5877,12.56,210
2014-03-31,4669,198543.94,42.52,1353,2301,18,0.3855,12.12,215
2014-04-01,4800,215658.91,44.93,1368,2286,7,0.1458,11.58,236
2014-04-02,4122,199007.81,48.28,1325,2148,4,0.097,12.95,167
2014-04-03,4379,190243.7,43.44,1329,2177,2,0.0457,12.88,244
2014-04-04,4598,198392.4,43.15,1351,2245,0,0.0,11.33,220
2014-04-05,4668,199188.3,42.67,1331,2231,46,0.9854,12.72,231
2014-04-06,4715,200414.91,42.51,1360,2299,24,0.509,12.26,230
2014-04-07,4690,201302.35,42.92,1369,2294,10,0.2132,11.71,235
2014-04-08,4703,207283.61,44.07,1340,2291,12,0.2552,11.72,227
2014-04-09,4212,191890.01,45.56,1317,2149,0,0.0,11.56,205
2014-04-10,4282,177914.68,41.55,1315,2138,0,0.0,12.33,248
2014-04-11,4660,200659.46,43.06,1360,2286,2,0.0429,11.37,230
2014-04-12,4628,194007.09,41.92,1347,2281,0,0.0,11.34,216
2014-04-13,4736,194247.2,41.02,1361,2284,0,0.0,11.38,247
2014-04-14,4599,197088.88,42.85,1357,2294,0,0.0,11.87,210
2014-04-15,4718,210416.56,44.6,1349,2273,0,0.0,11.74,221
2014-04-16,4146,187428.35,45.21,1321,2146,0,0.0,12.49,179
2014-04-17,4327,196693.24,45.46,1323,2148,0,0.0,12.73,230
2014-04-18,4683,190242.66,40.62,1356,2262,0,0.0,11.96,232
2014-04-19,4534,191556.95,42.25,1340,2263,0,0.0,12.06,201
2014-04-20,4637,196862.64,42.45,1356,2276,0,0.0,11.65,201
2014-04-21,4642,192032.75,41.37,1366,2265,0,0.0,11.87,223
2014-04-22,4633,209459.67,45.21,1356,2271,0,0.0,11.44,234
2014-04-23,4289,190801.82,44.49,1329,2196,0,0.0,12.89,191
2014-04-24,4314,192267.91,44.57,1341,2176,0,0.0,12.15,229
2014-04-25,4662,197140.24,42.29,1346,2274,0,0.0,12.1,220
2014-04-26,4758,196245.81,41.25,1361,2280,0,0.0,12.44,247
2014-04-27,4764,201462.19,42.29,1355,2297,0,0.0,11.88,225
2014-04-28,4654,196310.66,42.18,1352,2263,0,0.0,11.71,236
2014-04-29,4806,215710.05,44.88,1344,2299,0,0.0,12.17,232
2014-04-30,4159,195947.34,47.11,1339,2140,0,0.0,11.37,190
2014-05-01,4264,184260.95,43.21,1320,2191,0,0.0,12.5,228
2014-05-02,4632,195123.36,42.13,1348,2255,0,0.0,11.7,231
2014-05-03,4679,194705.06,41.61,1364,2314,0,0.0,11.78,226
2014-05-04,4610,196575.42,42.64,1364,2281,0,0.0,11.48,220
2014-05-05,4680,207455.61,44.33,1366,2312,0,0.0,11.79,225
2014-05-06,4701,202157.17,43.0,1369,2257,0,0.0,11.68,227
2014-05-07,4062,181933.58,44.79,1313,2144,0,0.0,12.51,162
2014-05-08,4403,196630.7,44.66,1342,2184,0,0.0,12.42,246
2014-05-09,4619,200040.93,43.31,1357,2269,0,0.0,12.08,219
2014-05-10,4645,189547.61,40.81,1363,2282,0,0.0,11.82,230
2014-05-11,4670,196959.16,42.18,1371,2320,0,0.0,11.73,204
2014-05-12,4731,195390.95,41.3,1367,2309,0,0.0,12.39,249
2014-05-13,4777,224521.62,47.0,1358,2294,0,0.0,11.18,227
2014-05-14,4095,190660.66,46.56,1316,2161,0,0.0,12.53,171
2014-05-15,4319,175915.51,40.73,1330,2170,0,0.0,12.18,244
2014-05-16,4632,188175.06,40.63,1357,2281,0,0.0,11.7,210
2014-05-17,4607,188880.12,41.0,1332,2233,0,0.0,11.09,225
2014-05-18,4770,202563.89,42.47,1369,2289,0,0.0,12.39,221
2014-05-19,4638,195799.28,42.22,1359,2273,0,0.0,12.33,220
2014-05-20,4735,210371.87,44.43,1361,2291,0,0.0,11.76,220
2014-05-21,4256,188562.35,44.31,1334,2164,0,0.0,11.82,196
2014-05-22,4246,187003.34,44.04,1329,2152,0,0.0,11.75,245
2014-05-23,4662,189942.72,40.74,1358,2293,0,0.0,11.88,229
2014-05-24,4614,195551.15,42.38,1352,2257,0,0.0,11.6,206
2014-05-25,4743,201366.75,42.46,1356,2278,0,0.0,11.2,237
2014-05-26,4734,197021.3,41.62,1359,2291,0,0.0,11.81,253
2014-05-27,4620,203750.15,44.1,1357,2284,0,0.0,12.19,224
2014-05-28,4366,209035.62,47.88,1340,2218,0,0.0,11.77,206
2014-05-29,4202,180619.73,42.98,1306,2109,0,0.0,12.73,234
2014-05-30,4675,175127.43,37.46,1341,2301,0,0.0,14.76,215
2014-05-31,4634,193427.19,41.74,1352,2245,0,0.0,12.45,225
2014-06-01,4584,198183.51,43.23,1347,2244,0,0.0,12.76,214
2014-06-02,4724,201371.28,42.63,1366,2330,0,0.0,12.19,224
2014-06-03,4779,222908.94,46.64,1363,2299,0,0.0,11.63,227
2014-06-04,4240,200531.61,47.3,1326,2161,0,0.0,12.17,198
2014-06-05,4267,179271.17,42.01,1315,2184,0,0.0,12.75,235
2014-06-06,4682,193439.69,41.32,1356,2288,0,0.0,11.98,219
2014-06-07,4667,198069.49,42.44,1369,2258,0,0.0,11.03,230
2014-06-08,4665,203174.12,43.55,1360,2297,0,0.0,11.96,209
2014-06-09,4748,195862.22,41.25,1369,2293,0,0.0,11.63,230
2014-06-10,4763,220367.37,46.27,1368,2330,0,0.0,11.02,216
2014-06-11,4154,190321.0,45.82,1338,2177,0,0.0,11.7,189
2014-06-12,4280,189801.98,44.35,1332,2138,0,0.0,12.29,223
2014-06-13,4722,195920.23,41.49,1353,2309,0,0.0,12.3,219
2014-06-14,4559,188668.23,41.38,1345,2237,0,0.0,12.06,212
2014-06-15,4672,199792.42,42.76,1351,2275,0,0.0,12.54,223
2014-06-16,4891,203705.67,41.65,1373,2313,0,0.0,11.57,247
2014-06-17,4659,215614.84,46.28,1356,2318,0,0.0,11.98,203
2014-06-18,4150,180851.62,43.58,1331,2165,0,0.0,12.7,173
2014-06-19,4369,187203.52,42.85,1338,2226,0,0.0,12.66,244
2014-06-20,4704,195644.47,41.59,1352,2278,0,0.0,12.59,219
2014-06-21,4689,200025.26,42.66,1344,2239,0,0.0,12.01,221
2014-06-22,4672,191521.77,40.99,1359,2271,0,0.0,11.84,240
2014-06-23,4779,204833.17,42.86,1372,2319,0,0.0,12.32,239
2014-06-24,4783,226338.37,47.32,1356,2314,0,0.0,12.02,215
2014-06-25,4155,197834.9,47.61,1311,2135,0,0.0,12.39,187
2014-06-26,4442,184033.62,41.43,1333,2185,0,0.0,11.98,285
2014-06-27,4758,207272.16,43.56,1368,2313,0,0.0,11.41,214
2014-06-28,4694,198462.41,42.28,1349,2258,0,0.0,12.1,234
2014-06-29,4715,195485.76,41.46,1361,2305,0,0.0,12.07,222
2014-06-30,4682,189372.28,40.45,1355,2283,0,0.0,11.7,233
2014-07-01,4729,214202.07,45.3,1352,2323,0,0.0,12.31,223
2014-07-02,4175,190485.78,45.63,1314,2128,0,0.0,12.86,177
2014-07-03,4430,191167.4,43.15,1344,2233,0,0.0,12.17,257
2014-07-04,4737,180431.08,38.09,1331,2290,0,0.0,14.31,217
2014-07-05,4752,199929.31,42.07,1367,2312,0,0.0,12.25,233
2014-07-06,4594,204489.11,44.51,1361,2277,0,0.0,12.65,206
2014-07-07,4753,199492.51,41.97,1350,2292,0,0.0,11.76,218
2014-07-08,4774,207455.81,43.46,1370,2305,0,0.0,12.02,230
2014-07-09,4243,204572.48,48.21,1350,2193,0,0.0,13.32,167
2014-07-10,4260,183679.75,43.12,1339,2185,0,0.0,12.61,221
2014-07-11,4665,195472.39,41.9,1343,2288,0,0.0,11.77,224
2014-07-12,4543,188063.08,41.4,1353,2273,0,0.0,11.47,217
2014-07-13,4687,189468.45,40.42,1354,2236,0,0.0,11.48,255
2014-07-14,4606,188575.93,40.94,1360,2283,0,0.0,11.53,209
2014-07-15,4729,205669.39,43.49,1357,2273,0,0.0,11.61,230
2014-07-16,4218,193796.94,45.95,1355,2235,0,0.0,11.55,185
2014-07-17,4223,175949.14,41.66,1335,2132,0,0.0,12.48,247
2014-07-18,4657,198169.25,42.55,1371,2311,0,0.0,12.07,234
2014-07-19,4798,203655.64,42.45,1355,2287,0,0.0,12.21,233
2014-07-20,4739,191981.98,40.51,1361,2282,0,0.0,12.05,242
2014-07-21,4728,195328.73,41.31,1353,2274,0,0.0,11.51,245
2014-07-22,4745,208464.73,43.93,1362,2314,0,0.0,11.59,226
2014-07-23,4229,195193.16,46.16,1311,2171,0,0.0,12.93,162
2014-07-24,4361,201264.62,46.15,1336,2215,0,0.0,13.12,238
2014-07-25,4666,194449.54,41.67,1350,2258,0,0.0,11.89,224
2014-07-26,4690,193322.33,41.22,1355,2245,0,0.0,11.34,245
2014-07-27,4831,199232.97,41.24,1369,2300,0,0.0,12.48,246
2014-07-28,4753,203118.88,42.73,1354,2235,0,0.0,12.48,230
2014-07-29,4769,220167.81,46.17,1364,2318,0,0.0,12.04,207
2014-07-30,4146,185798.84,44.81,1323,2142,0,0.0,12.57,180
2014-07-31,4234,181175.82,42.79,1334,2185,0,0.0,12.16,222
2014-08-01,4563,204414.58,44.8,1353,2225,0,0.0,11.99,209
2014-08-02,4559,190782.53,41.85,1351,2275,0,0.0,12.11,211
2014-08-03,4786,202936.98,42.4,1346,2324,0,0.0,10.7,259
2014-08-04,4706,198290.07,42.14,1367,2341,0,0.0,11.6,223
2014-08-05,4768,209597.87,43.96,1378,2320,0,0.0,11.72,236
2014-08-06,4191,203864.67,48.64,1306,2146,0,0.0,13.48,191
2014-08-07,4263,174867.45,41.02,1345,2190,0,0.0,12.53,247
2014-08-08,4791,191961.82,40.07,1372,2299,0,0.0,11.86,231
2014-08-09,4722,207018.06,43.84,1355,2267,0,0.0,11.82,229
2014-08-10,4722,204698.16,43.35,1341,2321,0,0.0,11.82,233
2014-08-11,4752,191011.82,40.2,1365,2314,0,0.0,11.51,263
2014-08-12,4879,213223.55,43.7,1365,2318,0,0.0,11.44,253
2014-08-13,4220,199715.69,47.33,1314,2137,0,0.0,11.78,193
2014-08-14,4407,192649.16,43.71,1333,2199,0,0.0,12.98,260
2014-08-15,4651,200943.08,43.2,1350,2257,0,0.0,12.32,225
2014-08-16,4619,197521.86,42.76,1341,2281,0,0.0,12.23,230
2014-08-17,4772,203516.52,42.65,1356,2282,0,0.0,11.69,245
2014-08-18,4795,202108.99,42.15,1350,2282,0,0.0,12.33,235
2014-08-19,4737,207097.66,43.72,1356,2303,0,0.0,11.51,244
2014-08-20,4307,208400.07,48.39,1355,2191,0,0.0,12.68,183
2014-08-21,4312,184866.9,42.87,1343,2162,0,0.0,12.55,219
2014-08-22,4728,200816.26,42.47,1360,2304,0,0.0,11.72,229
2014-08-23,4849,206050.19,42.49,1365,2288,0,0.0,11.65,237
2014-08-24,4719,200478.82,42.48,1359,2292,0,0.0,11.63,229
2014-08-25,4734,202645.56,42.81,1363,2318,0,0.0,12.27,230
2014-08-26,4785,212647.43,44.44,1358,2331,0,0.0,11.87,235
2014-08-27,4274,201269.15,47.09,1350,2207,0,0.0,12.85,175
2014-08-28,4332,187823.74,43.36,1331,2166,0,0.0,12.65,258
2014-08-29,4688,201111.38,42.9,1348,2247,0,0.0,12.22,219
2014-08-30,4484,194022.69,43.27,1364,2266,0,0.0,11.71,218
2014-08-31,4714,200009.9,42.43,1361,2290,0,0.0,11.62,231
2014-09-01,4851,199903.16,41.21,1374,2319,0,0.0,12.04,254
2014-09-02,4845,204388.08,42.19,1365,2321,0,0.0,11.62,252
2014-09-03,4184,195150.54,46.64,1343,2202,0,0.0,12.55,177
2014-09-04,4323,182836.95,42.29,1325,2183,0,0.0,12.33,250
2014-09-05,4765,173825.16,36.48,1358,2309,0,0.0,13.1,201
2014-09-06,4714,197013.7,41.79,1366,2280,0,0.0,11.58,249
2014-09-07,4677,195583.08,41.82,1364,2308,0,0.0,12.21,221
2014-09-08,4702,192573.46,40.96,1362,2320,0,0.0,11.89,252
2014-09-09,4835,216645.02,44.81,1364,2339,0,0.0,12.2,232
2014-09-10,4053,184610.65,45.55,1312,2142,0,0.0,12.83,164
2014-09-11,4247,191598.1,45.11,1326,2181,0,0.0,12.06,222
2014-09-12,4639,201269.13,43.39,1351,2305,0,0.0,11.51,224
2014-09-13,4771,195373.6,40.95,1363,2264,0,0.0,12.14,249
2014-09-14,4655,190658.1,40.96,1346,2267,0,0.0,11.43,217
2014-09-15,4750,199360.94,41.97,1360,2284,0,0.0,12.44,251
2014-09-16,4753,196697.22,41.38,1377,2329,0,0.0,11.47,233
2014-09-17,4284,193526.49,45.17,1337,2181,0,0.0,12.79,189
2014-09-18,4304,181701.62,42.22,1341,2179,0,0.0,12.34,233
2014-09-19,4659,187903.3,40.33,1372,2291,0,0.0,11.93,228
2014-09-20,4710,190633.22,40.47,1366,2277,0,0.0,11.15,227
2014-09-21,4601,185091.38,40.23,1342,2330,0,0.0,12.11,217
2014-09-22,4639,193399.52,41.69,1356,2287,0,0.0,11.88,218
2014-09-23,4701,212479.44,45.2,1377,2305,0,0.0,11.91,232
2014-09-24,4371,200571.36,45.89,1353,2253,0,0.0,11.6,204
2014-09-25,4337,194846.92,44.93,1340,2197,0,0.0,12.54,225
2014-09-26,4716,197009.9,41.77,1370,2333,0,0.0,11.73,231
2014-09-27,4756,202858.31,42.65,1363,2302,0,0.0,11.82,235
2014-09-28,4711,201960.02,42.87,1361,2277,0,0.0,11.46,230
2014-09-29,4704,196651.79,41.81,1370,2318,0,0.0,11.33,224
2014-09-30,4889,231537.53,47.36,1357,2309,0,0.0,11.21,266
2014-10-01,4230,203352.07,48.07,1333,2166,0,0.0,12.79,192
2014-10-02,4344,188707.96,43.44,1341,2213,0,0.0,13.19,236
2014-10-03,4728,193885.31,41.01,1361,2316,0,0.0,11.1,229
2014-10-04,4734,199285.6,42.1,1370,2286,0,0.0,12.1,232
2014-10-05,4787,203259.62,42.46,1369,2343,0,0.0,11.59,229
2014-10-06,4670,195301.08,41.82,1352,2293,0,0.0,11.91,233
2014-10-07,4786,217312.88,45.41,1374,2318,0,0.0,11.89,228
2014-10-08,4248,199778.21,47.03,1337,2190,0,0.0,12.95,180
2014-10-09,4394,189687.28,43.17,1357,2238,0,0.0,11.54,259
2014-10-10,4637,193195.33,41.66,1360,2299,0,0.0,11.97,223
2014-10-11,4787,200555.81,41.9,1355,2324,0,0.0,11.16,247
2014-10-12,4700,200179.29,42.59,1356,2278,0,0.0,11.4,231
2014-10-13,4792,200470.09,41.83,1365,2298,0,0.0,12.12,221
2014-10-14,4770,203956.95,42.76,1370,2296,0,0.0,11.53,249
2014-10-15,4250,195662.2,46.04,1334,2190,0,0.0,12.28,189
2014-10-16,4351,195069.24,44.83,1333,2182,0,0.0,11.97,232
2014-10-17,4572,192658.31,42.14,1367,2285,0,0.0,12.71,205
2014-10-18,4671,201151.01,43.06,1338,2271,0,0.0,11.18,225
2014-10-19,4681,192380.04,41.1,1359,2294,0,0.0,12.37,221
2014-10-20,4594,197416.04,42.97,1350,2269,0,0.0,12.12,206
2014-10-21,4732,211644.78,44.73,1356,2302,0,0.0,11.77,220
2014-10-22,4196,203735.3,48.55,1333,2181,0,0.0,11.25,168
2014-10-23,4259,185255.91,43.5,1344,2190,0,0.0,11.67,224
2014-10-24,4842,206184.61,42.58,1386,2359,0,0.0,11.92,213
2014-10-25,4658,189425.9,40.67,1369,2294,0,0.0,11.83,241
2014-10-26,4696,189482.67,40.35,1365,2294,0,0.0,11.97,235
2014-10-27,4673,207597.08,44.42,1366,2290,0,0.0,12.43,216
2014-10-28,4660,205633.54,44.13,1351,2297,0,0.0,11.24,237
2014-10-29,4126,194461.88,47.13,1325,2138,0,0.0,12.36,174
2014-10-30,4114,184222.56,44.78,1321,2159,0,0.0,13.17,212
2014-10-31,4682,197294.38,42.14,1378,2336,0,0.0,11.41,219
2014-11-01,4586,201235.63,43.88,1354,2247,0,0.0,12.47,218
2014-11-02,4654,191908.11,41.24,1349,2258,0,0.0,11.95,239
2014-11-03,4574,192182.72,42.02,1344,2257,0,0.0,11.92,211
2014-11-04,4731,213340.02,45.09,1374,2300,0,0.0,11.16,233
2014-11-05,4146,189187.47,45.63,1329,2157,0,0.0,12.64,170
2014-11-06,4426,193562.49,43.73,1338,2207,0,0.0,12.25,256
2014-11-07,4640,195215.7,42.07,1368,2299,0,0.0,11.9,213
2014-11-08,4684,198225.13,42.32,1358,2281,0,0.0,11.4,233
2014-11-09,4768,203740.99,42.73,1358,2323,0,0.0,11.66,222
2014-11-10,4825,201942.88,41.85,1378,2302,0,0.0,11.25,250
2014-11-11,4850,225232.98,46.44,1369,2342,0,0.0,11.71,242
2014-11-12,4196,200413.64,47.76,1329,2177,0,0.0,12.77,164
2014-11-13,4429,197899.22,44.68,1346,2243,0,0.0,12.6,265
2014-11-14,4682,193718.26,41.38,1353,2288,0,0.0,12.69,216
2014-11-15,4723,198773.27,42.09,1366,2325,0,0.0,11.48,225
2014-11-16,4759,198254.83,41.66,1359,2311,0,0.0,12.21,217
2014-11-17,4725,209233.76,44.28,1380,2333,0,0.0,11.56,231
2014-11-18,4868,213575.05,43.87,1387,2379,0,0.0,12.02,243
2014-11-19,4236,195991.43,46.27,1341,2174,0,0.0,12.23,163
2014-11-20,4371,186344.79,42.63,1328,2193,0,0.0,12.29,273
2014-11-21,4739,197763.79,41.73,1374,2338,0,0.0,12.03,213
2014-11-22,4755,197717.0,41.58,1357,2294,0,0.0,12.32,223
2014-11-23,4706,196167.77,41.68,1354,2286,0,0.0,11.94,224
2014-11-24,4743,184449.29,38.89,1359,2319,0,0.0,14.08,199
2014-11-25,4830,210508.55,43.58,1365,2322,0,0.0,11.14,229
2014-11-26,4182,187123.25,44.74,1336,2212,0,0.0,12.63,182
2014-11-27,4388,187772.36,42.79,1332,2179,0,0.0,12.94,267
2014-11-28,4696,193475.81,41.2,1367,2313,0,0.0,11.67,210
2014-11-29,4794,198905.42,41.49,1379,2335,0,0.0,11.26,227
2014-11-30,4582,189036.41,41.26,1355,2260,0,0.0,11.7,211
2014-12-01,4772,197942.3,41.48,1377,2316,0,0.0,11.06,240
2014-12-02,4798,216571.46,45.14,1364,2310,0,0.0,11.55,245
2014-12-03,4183,197005.77,47.1,1321,2173,0,0.0,12.89,167
2014-12-04,4421,194227.7,43.93,1345,2191,0,0.0,12.73,238
2014-12-05,4697,185962.82,39.59,1353,2286,0,0.0,11.54,227
2014-12-06,4709,203711.14,43.26,1380,2314,0,0.0,11.55,215
2014-12-07,4618,195495.81,42.33,1351,2242,0,0.0,11.59,216
2014-12-08,4724,201411.35,42.64,1365,2287,0,0.0,12.02,224
2014-12-09,4785,212078.8,44.32,1359,2320,0,0.0,11.68,237
2014-12-10,4101,197781.46,48.23,1341,2162,0,0.0,12.95,150
2014-12-11,4340,189580.86,43.68,1354,2212,0,0.0,12.63,262
2014-12-12,4697,195409.44,41.6,1373,2314,0,0.0,11.9,241
2014-12-13,4688,193448.05,41.26,1369,2285,0,0.0,11.95,226
2014-12-14,4825,201014.21,41.66,1370,2324,0,0.0,11.32,247
2014-12-15,4735,199434.25,42.12,1372,2270,0,0.0,11.93,239
2014-12-16,4738,213443.09,45.05,1390,2319,0,0.0,11.88,191
2014-12-17,4411,199621.2,45.26,1334,2228,0,0.0,11.65,200
2014-12-18,4357,194075.1,44.54,1330,2214,0,0.0,11.59,266
2014-12-19,4651,185982.21,39.99,1363,2287,0,0.0,11.63,226
2014-12-20,4722,192255.92,40.71,1367,2334,0,0.0,11.5,232
2014-12-21,4690,200231.48,42.69,1351,2318,0,0.0,11.26,216
2014-12-22,4820,201952.0,41.9,1391,2352,0,0.0,12.47,241
2014-12-23,4699,204100.7,43.43,1365,2317,0,0.0,11.81,212
2014-12-24,4227,195159.2,46.17,1344,2183,0,0.0,11.76,166
2014-12-25,4942,183916.06,37.21,1362,2308,0,0.0,13.94,272
2014-12-26,4855,202228.27,41.65,1365,2319,0,0.0,12.09,240
2014-12-27,4712,194254.22,41.23,1372,2308,0,0.0,11.54,202
2014-12-28,4789,192541.1,40.2,1359,2293,0,0.0,11.32,249
2014-12-29,4760,200500.09,42.12,1384,2352,0,0.0,11.47,221
2014-12-30,4711,211211.51,44.83,1363,2293,0,0.0,12.08,210
2014-12-31,4298,189383.76,44.06,1347,2192,0,0.0,12.12,174
2015-01-01,4959,173788.79,35.05,1361,2301,0,0.0,14.26,289
2015-01-02,4166,194279.97,46.63,1333,2159,0,0.0,12.41,157
2015-01-03,4674,202196.29,43.26,1354,2283,0,0.0,12.32,204
2015-01-04,4782,192801.28,40.32,1386,2346,0,0.0,12.11,230
2015-01-05,4685,199444.94,42.57,1369,2318,0,0.0,11.89,220
2015-01-06,4800,203271.06,42.35,1369,2320,0,0.0,11.35,228
2015-01-07,4724,202588.26,42.88,1359,2278,0,0.0,12.28,225
2015-01-08,4393,203327.39,46.28,1358,2220,0,0.0,12.16,191
2015-01-09,4346,195426.25,44.97,1333,2194,0,0.0,12.56,227
2015-01-10,4761,196562.84,41.29,1358,2339,0,0.0,12.08,228
2015-01-11,4740,194040.75,40.94,1369,2286,0,0.0,12.05,235
2015-01-12,4729,198207.38,41.91,1365,2286,0,0.0,12.52,246
2015-01-13,4683,206378.02,44.07,1360,2260,0,0.0,12.17,216
2015-01-14,4794,219138.23,45.71,1373,2300,0,0.0,12.16,199
2015-01-15,4386,198505.16,45.26,1343,2220,0,0.0,11.47,203
2015-01-16,4504,187955.03,41.73,1345,2201,0,0.0,12.72,267
2015-01-17,4813,190683.41,39.62,1370,2353,0,0.0,15.27,194
